param_name,param_value,protocol,pdr_mean,pdr_ci95,avg_latency_mean,avg_latency_ci95,median_latency_mean,median_latency_ci95,energy_per_msg_mJ_mean,energy_per_msg_mJ_ci95,avg_hops_mean,avg_hops_ci95,avg_hops_relayed_mean,avg_hops_relayed_ci95,direct_deliveries_mean,direct_deliveries_ci95,relayed_deliveries_mean,relayed_deliveries_ci95,direct_delivery_ratio_mean,direct_delivery_ratio_ci95,total_delivered_mean,total_delivered_ci95,spray_events_mean,spray_events_ci95,focus_events_mean,focus_events_ci95,overhead_factor_mean,overhead_factor_ci95,sink_flight_energy_kJ_mean,sink_flight_energy_kJ_ci95,total_system_energy_kJ_mean,total_system_energy_kJ_ci95
NUM_SENSORS,32,MQTT S&F QoS1,48.6615,0.3934,22.6413,0.4222,19.68,0.3807,1.0426,0.0132,0.6041,0.0208,1.3504,0.0183,51643.3,1063.5445,41815.1,1432.1548,55.2711,1.3162,93458.4,734.7875,100691.5,2416.3739,1429.8,234.5495,2.0926,0.0248,534.9053,0.0,3209.5292,0.0014
NUM_SENSORS,32,Vanilla DDS BE,15.8221,0.1137,19.96,0.5875,12.6305,0.3482,0.2656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30375.8,224.4766,0.0,0.0,0.0,0.0,1.0,0.0,240.5131,0.0,1443.0789,0.0
NUM_SENSORS,32,Vanilla DDS Rel,41.0665,0.507,30.5357,0.7536,24.3207,0.375,0.2656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78875.3,974.9052,0.0,0.0,0.0,0.0,1.0,0.0,240.5131,0.0,1443.0789,0.0
NUM_SENSORS,32,DDS S&F BE,16.1344,0.0733,10.3066,0.1663,7.06,0.1524,0.8003,0.0475,0.6941,0.0156,1.3942,0.0153,15572.3,283.2281,15427.6,155.9813,50.2266,0.6931,30999.9,161.9498,41482.4,900.3684,879.9,181.2678,2.3667,0.0362,534.9053,0.0,3209.4566,0.0014
NUM_SENSORS,32,DDS S&F Rel,47.3085,0.3387,22.9937,0.5804,19.78,0.3588,0.6032,0.0207,0.5486,0.025,1.314,0.0183,52922.5,1415.1018,37928.8,1603.1077,58.2611,1.6434,90851.3,698.9748,87045.7,3361.4903,1100.8,205.9389,1.9701,0.0355,534.9053,0.0,3209.4866,0.0019
NUM_SENSORS,64,MQTT Baseline QoS0,13.2354,0.128,20.343,0.6895,12.65,0.4821,0.2464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50825.1,491.0656,0.0,0.0,0.0,0.0,1.0,0.0,240.5131,0.0,1443.0914,0.0001
NUM_SENSORS,64,MQTT Baseline QoS1,28.5633,0.728,29.4785,0.7828,23.03,0.2995,0.7179,0.0109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109697.9,2772.7798,0.0,0.0,0.0,0.0,1.0,0.0,240.5131,0.0,1443.1576,0.0009
NUM_SENSORS,64,MQTT S&F QoS0,14.7457,0.0496,10.4349,0.4617,7.18,0.2691,0.7365,0.0179,0.6704,0.0127,1.3756,0.0213,29032.6,352.0653,27598.6,302.9222,51.2649,0.5555,56631.2,185.537,71460.3,1183.6747,1224.2,111.3935,2.2835,0.0225,534.9053,0.0,3209.4735,0.0011
NUM_SENSORS,64,MQTT S&F QoS1,34.7916,0.2711,23.07,0.2496,19.45,0.294,0.966,0.0139,0.503,0.0166,1.2887,0.0223,81439.7,1159.2601,52120.9,1476.6209,60.9826,0.9613,133560.6,943.3972,114927.0,3251.576,1370.0,269.4135,1.8706,0.0231,534.9053,0.0,3209.5608,0.0021
NUM_SENSORS,64,Vanilla DDS BE,13.194,0.1226,20.5862,0.4458,12.7705,0.3038,0.2656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50702.4,433.5146,0.0,0.0,0.0,0.0,1.0,0.0,240.5131,0.0,1443.0789,0.0
NUM_SENSORS,64,Vanilla DDS Rel,28.4817,0.4262,29.6876,0.5428,23.2105,0.2363,0.2656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109314.6,1637.4061,0.0,0.0,0.0,0.0,1.0,0.0,240.5131,0.0,1443.0789,0.0
NUM_SENSORS,64,DDS S&F BE,14.6116,0.1029,11.2349,0.4983,7.42,0.3564,0.6385,0.029,0.6595,0.0124,1.3753,0.0164,29200.4,324.564,26900.6,438.3033,52.0531,0.6035,56101.0,381.1508,67374.3,1586.1601,998.6,101.0537,2.2188,0.0287,534.9053,0.0,3209.4676,0.0015
NUM_SENSORS,64,DDS S&F Rel,33.8075,0.3995,23.8972,0.3959,20.14,0.1733,0.4808,0.0141,0.4737,0.0145,1.2707,0.0119,81433.4,850.8754,48399.8,1531.4012,62.7366,0.8445,129833.2,1501.6061,101875.6,3809.5547,868.7,177.5096,1.7909,0.0231,534.9053,0.0,3209.4942,0.0022
