param_name,param_value,protocol,pdr_mean,pdr_ci95,avg_latency_mean,avg_latency_ci95,median_latency_mean,median_latency_ci95,energy_per_msg_mJ_mean,energy_per_msg_mJ_ci95,avg_hops_mean,avg_hops_ci95,avg_hops_relayed_mean,avg_hops_relayed_ci95,direct_deliveries_mean,direct_deliveries_ci95,relayed_deliveries_mean,relayed_deliveries_ci95,direct_delivery_ratio_mean,direct_delivery_ratio_ci95,total_delivered_mean,total_delivered_ci95,spray_events_mean,spray_events_ci95,focus_events_mean,focus_events_ci95,overhead_factor_mean,overhead_factor_ci95,sink_flight_energy_kJ_mean,sink_flight_energy_kJ_ci95,total_system_energy_kJ_mean,total_system_energy_kJ_ci95
NUM_UAVS,10,MQTT S&F QoS1,69.3009,0.6438,16.2933,0.2209,14.62,0.2388,2.9384,0.1073,1.4045,0.0232,1.9801,0.0242,12100.9,378.5609,29510.6,252.3662,29.0703,0.7002,41611.5,418.1828,99036.1,1513.6085,23657.4,1583.6372,3.9496,0.0832,534.9053,0.0,5349.1752,0.0042
NUM_UAVS,10,Vanilla DDS BE,24.8955,0.2679,21.218,0.6692,14.2107,0.4867,0.2656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14923.6,172.0549,0.0,0.0,0.0,0.0,1.0,0.0,240.5131,0.0,2405.1315,0.0
NUM_UAVS,10,Vanilla DDS Rel,68.0617,0.7951,31.1183,0.6575,25.7109,0.3583,0.2656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40838.3,487.1331,0.0,0.0,0.0,0.0,1.0,0.0,240.5131,0.0,2405.1315,0.0
NUM_UAVS,10,DDS S&F BE,24.985,0.2661,6.9927,0.1267,4.8,0.1274,5.161,0.3023,1.3283,0.0259,1.9296,0.0262,4670.1,132.7863,10307.6,99.9011,31.1716,0.6849,14977.7,152.548,35074.9,677.4787,8224.4,448.0551,3.8914,0.0733,534.9053,0.0,5349.1302,0.0043
NUM_UAVS,10,DDS S&F Rel,68.4751,0.5004,16.279,0.113,14.48,0.1484,2.8294,0.0669,1.374,0.0309,1.9531,0.0419,12150.3,323.822,28845.1,437.8861,29.6414,0.8086,40995.4,315.6836,95869.4,1198.5974,22431.1,1105.3817,3.8858,0.0482,534.9053,0.0,5349.1689,0.0029
NUM_UAVS,12,MQTT Baseline QoS0,29.3885,0.2258,21.6265,0.3365,14.26,0.2836,0.2464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17658.9,134.7016,0.0,0.0,0.0,0.0,1.0,0.0,240.5131,0.0,2886.1621,0.0
NUM_UAVS,12,MQTT Baseline QoS1,73.7397,0.5856,30.7354,0.6252,25.19,0.3631,0.5255,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44255.6,349.5965,0.0,0.0,0.0,0.0,1.0,0.0,240.5131,0.0,2886.181,0.0002
NUM_UAVS,12,MQTT S&F QoS0,29.4602,0.2058,5.9965,0.1119,3.86,0.1176,6.2356,0.1904,1.5957,0.024,2.1965,0.0343,4837.8,128.8047,12850.1,94.0008,27.3458,0.6121,17687.9,114.765,46231.7,494.5663,16991.2,603.3669,4.575,0.0636,534.9053,0.0,6418.9738,0.0029
NUM_UAVS,12,MQTT S&F QoS1,74.6776,0.4225,14.5477,0.1596,12.48,0.1772,4.0031,0.0839,1.6912,0.0363,2.2444,0.0309,11068.5,403.9867,33804.3,363.5902,24.6631,0.8511,44872.8,223.4826,119312.7,1894.0698,45576.9,1236.946,4.6748,0.0642,534.9053,0.0,6419.0432,0.0038
NUM_UAVS,12,Vanilla DDS BE,29.2168,0.4118,21.9635,0.6392,14.5758,0.4296,0.2656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17541.0,258.2426,0.0,0.0,0.0,0.0,1.0,0.0,240.5131,0.0,2886.1578,0.0
NUM_UAVS,12,Vanilla DDS Rel,74.2672,0.6264,31.7746,0.6874,25.5506,0.2867,0.2656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44565.7,336.5396,0.0,0.0,0.0,0.0,1.0,0.0,240.5131,0.0,2886.1578,0.0
NUM_UAVS,12,DDS S&F BE,29.4549,0.2594,6.0307,0.1337,3.79,0.1474,7.2979,0.276,1.6216,0.0269,2.2173,0.0231,4747.0,164.2416,12917.0,158.9451,26.8682,0.8219,17664.0,169.1939,46076.2,614.4309,16963.9,620.0966,4.5693,0.0628,534.9053,0.0,6418.9924,0.0045
NUM_UAVS,12,DDS S&F Rel,74.6711,0.521,14.6233,0.1679,12.54,0.1875,4.229,0.064,1.7393,0.0305,2.2807,0.0284,10638.9,450.8058,34188.0,508.7,23.7341,1.0028,44826.9,279.117,120466.0,1856.7163,46330.9,1281.4168,4.7208,0.0531,534.9053,0.0,6419.0531,0.0035
